epoch,train_loss,val_loss,time_sec
72,0.0002176627867588554,0.0003022829358428617,46.33712959289551
73,0.00021539103713521355,0.0002691929049735008,44.526402950286865
74,0.00021591183774615627,0.0003026960170991005,46.75621581077576
75,0.00021643078683408306,0.0002714748389744972,40.38540196418762
76,0.00021472048667358213,0.0003165086130666643,40.23673224449158
77,0.000215425352300512,0.00031822849893607246,40.36097002029419
78,0.00021552164806821003,0.0002964111160362211,39.30752921104431
79,0.00021695837821574538,0.00030846085403990004,43.39122772216797
80,0.00021368173633195942,0.000284936771831948,40.21016883850098
81,0.0002119829467998471,0.00029435253288131563,39.65756869316101
82,0.00021549497578668937,0.00033168131306149227,42.17942571640015
83,0.00020984502567418365,0.000307680334911292,46.03163433074951
84,0.00021180081008715512,0.0003446970466899419,46.88587784767151
85,0.0002091380108609185,0.000282374691295704,46.81856679916382
86,0.00021190145064864743,0.00029349093742135266,45.34002757072449
87,0.00021690398536826488,0.00030471411827338434,46.423728466033936
88,0.0002126640604648222,0.0002906473559618823,47.441001176834106
89,0.00020807123211573028,0.00032421692659923826,48.9867045879364
90,0.00021293124878016403,0.0002951799571461722,47.67000770568848
91,0.0002080011780560761,0.0003616085735670065,46.70992946624756
92,0.00020772986135058139,0.0002991891742763495,44.62438917160034
93,0.00020929037011818,0.0003271151970256291,43.190431356430054
94,0.0002095220249583976,0.000299641270196947,45.00325417518616
95,0.00020628472168346594,0.00031794333770192225,47.138763666152954
96,0.00020706128952768763,0.0003473192327279819,43.23088049888611
97,0.00020880545995415333,0.00031688275721931166,44.89688324928284
98,0.00020486468628341722,0.00034003121645571227,42.52403402328491
99,0.00020541866749838045,0.0003243332706706827,43.16871190071106
100,0.00020387045401998034,0.0002903863339976922,44.26540279388428
101,0.00020712820917955145,0.00031258336329851937,44.50892353057861
102,0.00020608101437261895,0.00033540164029443855,43.869022607803345
103,0.00020453348013043873,0.0003239350530010893,45.35312867164612
104,0.00020236249263858087,0.0003188198650788457,43.91173577308655
105,0.00020518247808922152,0.0004413857301702421,44.06999635696411
106,0.0002050459446972267,0.00028882951727690674,41.520813941955566
107,0.00020660772033969,0.00031691016662504964,40.14047408103943
108,0.00020520237083994459,0.00035119112031861075,42.8837456703186
109,0.00020607832675654714,0.0003254407656360954,45.729299545288086
110,0.00020458816941525517,0.00030097006844083624,38.82760453224182
111,0.00020449303973731455,0.0003288034870542198,38.73362612724304
112,0.00020274108623062612,0.00030365137749071555,39.738271951675415
113,0.00020305268642794487,0.0003100685696677396,39.777753829956055
114,0.00020268133594673432,0.0003030380631319612,38.467198610305786
115,0.0002099982211391519,0.0003569364811388812,39.907793045043945
116,0.00020640437223199516,0.000299180705503819,38.31798338890076
117,0.00020263636239982086,0.0002967063331675112,37.841277837753296
118,0.00020504087912118864,0.0003206326732936015,47.78742051124573
119,0.0002045380415519485,0.0003348988664081541,49.64223837852478
120,0.00020090469204630756,0.00035518570145579996,51.03266978263855
