epoch,train_loss,val_loss,time_sec
1,0.0005229743238683995,0.00038117332881074356,48.167163133621216
2,0.00040334023866393353,0.00034440911255795986,43.81377553939819
3,0.0003788287050002263,0.0003802136029206688,42.973626375198364
4,0.00036430504813809685,0.0003129938045604769,40.79536247253418
5,0.00034123159531176673,0.0003209480825050274,41.885812282562256
6,0.00032283246689659555,0.0003020670305269309,40.59534955024719
7,0.00032757990706930946,0.00030464123339681893,40.23900866508484
8,0.0003150062498862898,0.000286648655866981,41.59936594963074
9,0.0003029651525599113,0.00029239651584974687,40.89671325683594
10,0.00029819205482070393,0.00028484033211752794,42.08104991912842
11,0.00028961884830399205,0.0003048372625585556,42.31650400161743
12,0.0002859372765481662,0.0002949057417587624,40.06853461265564
13,0.0002807984519880596,0.00028720956203029526,39.55829930305481
14,0.0002859429736239735,0.00028055278862559207,41.49815654754639
15,0.0002752374969151896,0.0002865275949196344,42.10740041732788
16,0.0002723923935291999,0.0002894936390607449,40.86783218383789
17,0.0002667057646146495,0.00028696611429549645,41.813018560409546
18,0.0002632777896642077,0.000270435490655663,42.458680152893066
19,0.0002585449178769294,0.00025624538095452124,40.55600643157959
20,0.00025599364707471037,0.0002599710289479476,42.002347230911255
21,0.0002566399500287444,0.000267819863333225,40.71713733673096
22,0.00025105467598957135,0.00024828182420391897,41.2217743396759
23,0.00024905749234058644,0.0002434440836982912,41.15836501121521
24,0.00024853307785095436,0.00023633197057024,40.615023374557495
25,0.00024692101171359027,0.0002432594111814014,41.770655393600464
26,0.00024370181941314043,0.00026018123017416766,43.54999852180481
27,0.00024072127770524536,0.00024328166664433756,40.87167048454285
28,0.00024292866296964,0.00025386967355343123,43.3114972114563
29,0.00023940629206072647,0.0002469645267893871,43.77620601654053
30,0.0002404503772146141,0.00023372504478637288,45.949012756347656
31,0.00023884743838579843,0.00023190447266311406,45.03815722465515
32,0.00023809288884894708,0.00024379045282790754,39.27201747894287
33,0.00024472664078902266,0.00024090956964482998,39.951754331588745
34,0.0002360212648528711,0.00023998899676908866,39.405863523483276
35,0.0002339932433829218,0.00024187559878595692,38.24281024932861
36,0.00023230014040864173,0.00024219801862694436,37.547449827194214
37,0.0002320970983539692,0.00025093035117769127,40.79111886024475
38,0.0002308637555146491,0.00023501030014216645,39.30789566040039
39,0.00022955649258229636,0.000252926022126021,38.89000701904297
40,0.00023129539857577632,0.0002446590546971164,37.800976514816284
41,0.00023415308619129457,0.00024371644375185657,37.56460118293762
42,0.0002264703265049428,0.0002546393804764956,37.08188509941101
43,0.00022651356225576088,0.0002690582853185635,39.50171089172363
44,0.00022628065671860927,0.00027768114545320075,40.084816455841064
45,0.000224811665806574,0.00024834665009086627,40.03026247024536
46,0.00022286282461646172,0.0002481175074157149,41.256338119506836
47,0.00023468745447749088,0.00024688944797009247,42.145400285720825
48,0.00022651308962439874,0.0002512889592809698,39.00355935096741
49,0.00022159215030553037,0.00030771345330514455,40.9307427406311
50,0.00022081539509454776,0.00024260774271604596,41.291794538497925
51,0.00022218899500286196,0.00023563207305419987,42.035343408584595
52,0.00021667167333499362,0.00023412489926054466,42.567036628723145
53,0.00021794104371367732,0.0002538224400865537,40.829923152923584
54,0.0002203862710195341,0.0002387234032112247,48.14587640762329
55,0.0002166858947540589,0.00024639682601750956,45.804466009140015
56,0.00021351399212329031,0.0002400243627650772,43.400426387786865
57,0.00021783716496549766,0.0002415665547080006,42.97335433959961
58,0.00021267384554682437,0.0002659259282314327,40.12588930130005
59,0.00021230442627677646,0.00024179617306465106,39.209564447402954
60,0.00021300205121365764,0.0002475443113998561,41.23190116882324
61,0.00021250985678611996,0.00045491361544273485,41.599042892456055
